"participant","trialno","rotation","target","reachdev"
"216799",1,0,105,-1.48532477620857
"216799",2,0,45,0.564785077889683
"216799",3,0,75,2.10273166948237
"216799",4,0,135,0.793527046255478
"216799",5,0,105,0.143141678042734
"216799",6,0,45,1.58937808789229
"216799",7,0,75,-0.000353199224266864
"216799",8,0,135,-0.626843473794532
"216799",9,0,135,-0.310374036106771
"216799",10,0,105,-0.684114120449274
"216799",11,0,45,0.381121711370249
"216799",12,0,75,1.38954545109151
"216799",13,0,105,-0.4520080910805
"216799",14,0,75,-1.18210287535933
"216799",15,0,135,0.441213872105041
"216799",16,0,45,-0.374475940630253
"216799",17,0,135,1.16386451443554
"216799",18,0,75,0.168515252860269
"216799",19,0,105,0.0803141442851416
"216799",20,0,45,1.10643561181695
"216799",21,0,75,0.148425624995494
"216799",22,0,135,-1.21074279108395
"216799",23,0,105,-0.223881184074551
"216799",24,0,45,1.0139816060844
"216799",25,0,105,0.835434649724679
"216799",26,0,75,0.36542670720284
"216799",27,0,135,-0.947471480173732
"216799",28,0,45,-0.0641560820952653
"216799",29,0,135,-1.26181664010029
"216799",30,0,45,0.194223228676326
"216799",31,0,75,1.22019902485723
"216799",32,0,105,-0.35013658359128
"216799",33,-7.5,45,-0.0640171162315756
"216799",34,-7.5,75,1.46384617289739
"216799",35,-7.5,135,0.885296271362841
"216799",36,-7.5,105,0.136208292944659
"216799",37,-7.5,135,-0.845392826658809
"216799",38,-7.5,75,-0.767908663293691
"216799",39,-7.5,105,0.306977348031158
"216799",40,-7.5,45,-0.126476194221207
"216799",41,-7.5,45,1.22408434951141
"216799",42,-7.5,75,1.16955241203082
"216799",43,-7.5,105,0.493959600688158
"216799",44,-7.5,135,1.48786752882777
"216799",45,-7.5,45,0.697922624111899
"216799",46,-7.5,105,0.682791174382592
"216799",47,-7.5,75,0.834954879173435
"216799",48,-7.5,135,-0.0641609804742387
"216799",49,-7.5,75,-0.401627126734306
"216799",50,-7.5,135,0.315156580590197
"216799",51,-7.5,105,0.0341381816718479
"216799",52,-7.5,45,-2.8016006269755
"216799",53,-7.5,75,1.23884172464669
"216799",54,-7.5,135,0.569773997157711
"216799",55,-7.5,45,0.251299966213983
"216799",56,-7.5,105,0.920969092142046
"216799",57,-7.5,105,-0.231543428220467
"216799",58,-7.5,75,0.692834367277354
"216799",59,-7.5,45,0.504800356964454
"216799",60,-7.5,135,1.4526136861729
"216799",61,-7.5,135,-0.251294239813013
"216799",62,-7.5,45,2.34635928941029
"216799",63,-7.5,75,0.105236088346773
"216799",64,-7.5,105,0.0400600297435435
"216799",65,-7.5,45,-0.0616699496713201
"216799",66,-7.5,75,6.15428404647468
"216799",67,-7.5,105,0.876251229199881
"216799",68,-7.5,135,1.02075172965418
"216799",69,-7.5,105,1.52503860210554
"216799",70,-7.5,75,0.452016015022601
"216799",71,-7.5,45,2.163482643979
"216799",72,-7.5,135,1.3910158744274
"216799",73,-15,135,0.949567363332992
"216799",74,-15,105,2.35182625622329
"216799",75,-15,45,12.9146426231247
"216799",76,-15,75,12.6347722614249
"216799",77,-15,105,0.0800369147936313
"216799",78,-15,75,0.378373543484437
"216799",79,-15,135,0.966655708885143
"216799",80,-15,45,-1.00288231063314
"216799",81,-15,105,1.34958078568106
"216799",82,-15,75,1.53222861021146
"216799",83,-15,45,0.642305388188582
"216799",84,-15,135,0.945388158806175
"216799",85,-15,105,0.616382056969765
"216799",86,-15,45,9.15026637392315
"216799",87,-15,75,11.3331016677381
"216799",88,-15,135,4.92061603636399
"216799",89,-15,135,1.01397824793929
"216799",90,-15,75,0.692834367277354
"216799",91,-15,45,4.27732508600157
"216799",92,-15,105,0.029097005902171
"216799",93,-15,45,2.49497407062703
"216799",94,-15,75,0.689995530451732
"216799",95,-15,135,1.95752767437077
"216799",96,-15,105,-0.592810939266343
"216799",97,-15,45,0.385395701653088
"216799",98,-15,135,4.84625401573215e-07
"216799",99,-15,105,1.49714132442131
"216799",100,-15,75,2.07641560653282
"216799",101,-15,105,1.5214716310629
"216799",102,-15,135,6.896085424301
"216799",103,-15,45,4.29739206673115
"216799",104,-15,75,11.6756758359747
"216799",105,-15,45,1.52347170043739
"216799",106,-15,75,11.5650675184652
"216799",107,-15,105,13.7914148646586
"216799",108,-15,135,0.18951319294923
"216799",109,-15,105,11.7650000983911
"216799",110,-15,45,4.08561955365588
"216799",111,-15,135,20.7387076099318
"216799",112,-15,75,5.6701398159396
"216799",113,-22.5,75,10.2440099092367
"216799",114,-22.5,45,1.26500090302503
"216799",115,-22.5,105,14.3124835614436
"216799",116,-22.5,135,21.5953088633727
"216799",117,-22.5,105,17.7381616892514
"216799",118,-22.5,135,22.8905650565393
"216799",119,-22.5,45,-0.744052362103215
"216799",120,-22.5,75,6.63794122942898
"216799",121,-22.5,75,-8.25992729894089
"216799",122,-22.5,105,3.02388127448099
"216799",123,-22.5,45,-38.4865466139592
"216799",124,-22.5,135,29.9695835640728
"216799",125,-22.5,75,-0.905402530180934
"216799",126,-22.5,45,-7.67697707673935
"216799",127,-22.5,135,33.6429944748101
"216799",128,-22.5,105,-2.31164718403707
"216799",129,-22.5,75,-9.75816414536718
"216799",130,-22.5,135,8.63713764514512
"216799",131,-22.5,45,-42.0003442944863
"216799",132,-22.5,105,-3.27710960922012
"216799",133,-22.5,135,30.7429696613695
"216799",134,-22.5,45,-19.272193524345
"216799",135,-22.5,105,-26.3193669887355
"216799",136,-22.5,75,-28.081396929937
"216799",137,-22.5,105,-11.78499888932
"216799",138,-22.5,135,-15.195251256957
"216799",139,-22.5,75,-32.2814853031197
"216799",140,-22.5,45,-36.6925107921784
"216799",141,-22.5,105,-2.86282229933775
"216799",142,-22.5,75,-18.2572150573766
"216799",143,-22.5,45,-27.9542477571563
"216799",144,-22.5,135,-2.29060252254643
"216799",145,-22.5,105,-6.6190804259312
"216799",146,-22.5,135,-4.53777338348441
"216799",147,-22.5,45,-20.8390818253642
"216799",148,-22.5,75,-22.900775419836
"216799",149,-22.5,75,-15
"216799",150,-22.5,135,7.71567985270543
"216799",151,-22.5,45,-19.9683128791838
"216799",152,-22.5,105,-2.85453555489897
"216799",153,-30,105,14.2394811201857
"216799",154,-30,135,-7.72483392631676
"216799",155,-30,45,-14.0362399615188
"216799",156,-30,75,-9.76613774653267
"216799",157,-30,75,-16.3019449093643
"216799",158,-30,45,-26.2502279855695
"216799",159,-30,135,-4.58067389212851
"216799",160,-30,105,-21.1025939298532
"216799",161,-30,105,-19.5483692874971
"216799",162,-30,45,-52.9649716699186
"216799",163,-30,75,-17.5335437865953
"216799",164,-30,135,41.5558133742717
"216799",165,-30,45,-44.2257797818637
"216799",166,-30,75,-15
"216799",167,-30,105,-13.570695507777
"216799",168,-30,135,-8.13009584800194
"216799",169,-30,105,-11.669600628744
"216799",170,-30,45,-26.9010827266673
"216799",171,-30,75,-15.2480170060486
"216799",172,-30,135,8.08059346384102
"216799",173,-30,135,-0.347232364553796
"216799",174,-30,105,-23.5377280974999
"216799",175,-30,75,-15
"216799",176,-30,45,-34.5085223435008
"216799",177,-30,105,-2.96273549787712
"216799",178,-30,75,-15.7505568963754
"216799",179,-30,135,-4.07300833030114
"216799",180,-30,45,-9.64439914256679
"216799",181,-30,135,-0.844999061759238
"216799",182,-30,45,-12.7545819178846
"216799",183,-30,75,-23.0932878048498
"216799",184,-30,105,-17.3666399206497
"216799",185,-30,105,-26.7480462691685
"216799",186,-30,135,-22.1533415619743
"216799",187,-30,75,-17.8623976944761
"216799",188,-30,45,-53.960411877351
"216799",189,-30,135,4.92061603636399
"216799",190,-30,75,-9.63582558101527
"216799",191,-30,105,-11.6756556023748
"216799",192,-30,45,-15.3649197792391
"216799",193,30,105,-11.1139005027859
"216799",194,30,45,-14.2197542937668
"216799",195,30,75,-26.5138242036147
"216799",196,30,135,18.6475530322918
"216799",197,30,75,-2.00538165705277
"216799",198,30,45,-21.2002010522534
"216799",199,30,135,2.57336224447632
"216799",200,30,105,13.6800621739748
"216799",201,NA,45,-57.6421540727833
"216799",202,NA,135,8.28940438902566
"216799",203,NA,75,-7.12071418579879
"216799",204,NA,105,6.13539227219782
"216799",205,NA,75,-2.55319121363955
"216799",206,NA,135,12.3233239637417
"216799",207,NA,105,7.45057777444206
"216799",208,NA,45,-7.39957961511985
"216799",209,NA,105,4.78604158485597
"216799",210,NA,135,9.37546837193091
"216799",211,NA,45,5.34544996682548
"216799",212,NA,75,1.14433980444823
"216799",213,NA,75,-0.629984924256219
"216799",214,NA,135,12.2091218720396
"216799",215,NA,45,6.30161933316471
"216799",216,NA,105,5.62293930569565
"216799",217,NA,105,8.48021233801648
"216799",218,NA,75,-0.593299795036814
"216799",219,NA,45,-6.74169243544465
"216799",220,NA,135,13.5271374131136
"216799",221,NA,135,15.2221362398041
"216799",222,NA,45,-0.939188596825716
"216799",223,NA,75,-0.211320659693724
"216799",224,NA,105,7.2664014212352
"217849",1,0,105,2.40601401723186
"217849",2,0,75,-1.44109775691654
"217849",3,0,45,5.56426484734947
"217849",4,0,135,1.84456099619903
"217849",5,0,75,-0.817436543022113
"217849",6,0,135,10.9090254395957
"217849",7,0,105,-2.18348706000384
"217849",8,0,45,-1.28683053099318
"217849",9,0,105,-1.90093294682015
"217849",10,0,135,3.9436630937663
"217849",11,0,45,-4.86356963325699
"217849",12,0,75,-5.4156911139314
"217849",13,0,105,0.603432824902419
"217849",14,0,45,-12.4021551125722
"217849",15,0,75,-1.46284605083365
"217849",16,0,135,-2.36485356035496
"217849",17,0,45,-4.13016332636606
"217849",18,0,75,3.96383367231586
"217849",19,0,135,0.182470018499073
"217849",20,0,105,-3.63798046804422
"217849",21,0,75,-3.50798355648569
"217849",22,0,45,-5.33654608504409
"217849",23,0,105,9.12960654725638
"217849",24,0,135,0.799815649094897
"217849",25,0,45,83.7750281307016
"217849",26,0,75,4.62242189041856
"217849",27,0,135,5.43384791852277
"217849",28,0,105,-1.82263604987923
"217849",29,0,45,-4.44873986210052
"217849",30,0,105,-4.56577981346731
"217849",31,0,135,2.8713632903779
"217849",32,0,75,0.423246344942853
"217849",33,-7.5,45,1.32427507220834
"217849",34,-7.5,105,6.38363516476174
"217849",35,-7.5,135,3.50172693962213
"217849",36,-7.5,75,-0.108421709567334
"217849",37,-7.5,135,11.7048219447698
"217849",38,-7.5,105,3.83607958183117
"217849",39,-7.5,75,5.60358548473711
"217849",40,-7.5,45,16.1638666018919
"217849",41,-7.5,45,8.59993205229721
"217849",42,-7.5,75,9.19978225256285
"217849",43,-7.5,105,12.8694230007585
"217849",44,-7.5,135,-2.27989253817821
"217849",45,-7.5,105,9.82518678228243
"217849",46,-7.5,135,3.91952326473252
"217849",47,-7.5,45,-12.2687681352697
"217849",48,-7.5,75,13.1836178434697
"217849",49,-7.5,75,14.3459669989782
"217849",50,-7.5,135,12.3213132723999
"217849",51,-7.5,45,-10.1694799199912
"217849",52,-7.5,105,10.7140504331361
"217849",53,-7.5,45,4.94596654710416
"217849",54,-7.5,105,13.7276787257048
"217849",55,-7.5,135,5.83144375513114
"217849",56,-7.5,75,9.83851231871216
"217849",57,-7.5,45,12.5382422191129
"217849",58,-7.5,135,10.5987723541617
"217849",59,-7.5,105,6.71661663988447
"217849",60,-7.5,75,9.9377997113505
"217849",61,-7.5,75,18.4549368965602
"217849",62,-7.5,105,0.039679423373208
"217849",63,-7.5,45,-10.0621755661266
"217849",64,-7.5,135,10.3389105429411
"217849",65,-7.5,135,8.14135226163229
"217849",66,-7.5,105,2.52272970054282
"217849",67,-7.5,75,11.4942724415453
"217849",68,-7.5,45,13.1617731187398
"217849",69,-7.5,45,11.7390058814472
"217849",70,-7.5,135,17.282321102385
"217849",71,-7.5,75,-3.51430580751416
"217849",72,-7.5,105,12.8544490811383
"217849",73,-15,75,6.99033000555495
"217849",74,-15,105,17.3860574656683
"217849",75,-15,45,4.40573810069644
"217849",76,-15,135,9.73141978091537
"217849",77,-15,45,5.74703310259685
"217849",78,-15,105,8.01756179688136
"217849",79,-15,135,-7.08009610760517
"217849",80,-15,75,-1.42339908172626
"217849",81,-15,135,7.25177671622947
"217849",82,-15,105,17.0565492772765
"217849",83,-15,75,4.13846012451133
"217849",84,-15,45,-0.188472279129866
"217849",85,-15,75,20.7322858120952
"217849",86,-15,45,15.6242345811868
"217849",87,-15,135,13.4349050336257
"217849",88,-15,105,15.7862486608835
"217849",89,-15,105,19.4259047615655
"217849",90,-15,135,8.44922721763007
"217849",91,-15,75,13.0385823322297
"217849",92,-15,45,15.1264005157572
"217849",93,-15,45,5.37300886652984
"217849",94,-15,135,14.9196858557149
"217849",95,-15,105,6.57490444003164
"217849",96,-15,75,10.9185338850072
"217849",97,-15,75,16.7880492678688
"217849",98,-15,105,13.4062449831058
"217849",99,-15,135,22.3954889898269
"217849",100,-15,45,2.8140465956682
"217849",101,-15,135,21.9406268191829
"217849",102,-15,45,15.6728205095432
"217849",103,-15,75,13.113883149631
"217849",104,-15,105,16.9398124201464
"217849",105,-15,135,22.8877826071476
"217849",106,-15,45,-0.654246370078841
"217849",107,-15,75,13.0074117729758
"217849",108,-15,105,13.8083251613497
"217849",109,-15,75,9.68438553846619
"217849",110,-15,45,18.0247235212385
"217849",111,-15,105,22.5503948054309
"217849",112,-15,135,16.9940084553024
"217849",113,-22.5,105,6.52039701722053
"217849",114,-22.5,45,4.72868866750047
"217849",115,-22.5,75,15.8375979222879
"217849",116,-22.5,135,17.4512258962875
"217849",117,-22.5,45,8.30871695241381
"217849",118,-22.5,135,28.1877799102285
"217849",119,-22.5,75,19.0057700356083
"217849",120,-22.5,105,27.0846778833575
"217849",121,-22.5,45,18.8411150240569
"217849",122,-22.5,75,18.8310513610567
"217849",123,-22.5,105,26.6188405735491
"217849",124,-22.5,135,24.2862855291157
"217849",125,-22.5,135,22.0370757036372
"217849",126,-22.5,75,13.8015183498815
"217849",127,-22.5,105,32.6370520624224
"217849",128,-22.5,45,14.9063594988168
"217849",129,-22.5,45,19.725428827498
"217849",130,-22.5,75,15.7499019350667
"217849",131,-22.5,105,29.7732368851403
"217849",132,-22.5,135,17.1344258522255
"217849",133,-22.5,75,22.3632219345777
"217849",134,-22.5,45,17.8870944528527
"217849",135,-22.5,135,20.1729755547348
"217849",136,-22.5,105,28.5932922228475
"217849",137,-22.5,45,18.8080540382863
"217849",138,-22.5,105,26.0243198737243
"217849",139,-22.5,75,24.8826561646287
"217849",140,-22.5,135,23.991085796203
"217849",141,-22.5,135,20.1794586645109
"217849",142,-22.5,75,8.63823604896745
"217849",143,-22.5,45,25.5047529451267
"217849",144,-22.5,105,26.2742007126752
"217849",145,-22.5,75,18.9316714800222
"217849",146,-22.5,105,22.2293824326365
"217849",147,-22.5,135,14.5146540220052
