"participant","timestamp","OS","frameRate","ttotal","condition","rotation","used","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","consent","age","sex","bodylength_cm","handedness","device","cursorcontrol","needvisioncorrection","wearvisioncorrection","usedhand","reappearingcursor","comments"
"222418","2021-01-17_20h13.12.650","Win32",60,522.283405,1,30,TRUE,"2021-01-18 01:11:40","2021-01-18 01:22:49","IP Address",100,669,TRUE,"2021-01-18 01:22:49","I agree to participate in the study",18,"Male",190,"Right","PC","Mouse","No",NA,"Right","No",NA
"222526","2021-01-19_23h10.34.899","MacIntel",60,540.952495,2,30,TRUE,"2021-01-20 04:04:36","2021-01-20 04:21:24","IP Address",100,1008,TRUE,"2021-01-20 04:21:24","I agree to participate in the study",18,"Female",151,"Right","Laptop","Mouse","Yes","Yes","Right","No",NA
"222592","2021-01-20_11h21.58.779","Win32",60,847.554525,4,60,TRUE,"2021-01-20 16:17:35","2021-01-20 16:37:31","IP Address",100,1195,TRUE,"2021-01-20 16:37:31","I agree to participate in the study",18,"Female",157,"Right","Laptop","Trackpad","No",NA,"Right","No",NA
"222733","2021-01-16_12h34.14.029","MacIntel",60,580.381,4,30,TRUE,"2021-01-16 17:24:37","2021-01-16 17:45:23","IP Address",100,1246,TRUE,"2021-01-16 17:45:24","I agree to participate in the study",18,"Female",167,"Right","Laptop","Trackpad","Yes","Yes","Right","Not sure",NA
"222865","2021-01-14_20h39.13.158","MacIntel",60,674.621,1,30,TRUE,"2021-01-14 02:18:38","2021-01-15 01:52:24","IP Address",100,84826,TRUE,"2021-01-15 01:52:24","I agree to participate in the study",18,"Female",160,"Right","Laptop","Trackpad","No",NA,"Right",NA,"This study really had my mind focused on this activity and this activity only for about 20 minutes straight."
"222913","2021-01-19_15h33.22.201","MacIntel",60,723.10987,4,60,TRUE,"2021-01-19 20:28:05","2021-01-19 20:47:08","IP Address",100,1143,TRUE,"2021-01-19 20:47:09","I agree to participate in the study",18,"Male",170,"Right","Laptop","Mouse","No",NA,"Right","Yes",NA
"223267","2021-01-17_23h11.01.095","MacIntel",60,555.581,2,30,TRUE,"2021-01-17 17:38:53","2021-01-17 17:51:29","IP Address",100,756,TRUE,"2021-01-17 17:51:29","I agree to participate in the study",22,"Male",167,"Right","Laptop","Trackpad","Yes","Yes","Right","No",NA
"223297","2021-01-17_00h29.06.928","Win32",60,542.963945,5,30,TRUE,"2021-01-17 05:25:16","2021-01-17 05:39:33","IP Address",100,857,TRUE,"2021-01-17 05:39:34","I agree to participate in the study",18,"Female",130,"Right","Laptop","Trackpad","No",NA,"Right","No","my hand hurts"
"223330","2021-01-19_15h42.42.941","MacIntel",60,830.176335,1,60,TRUE,"2021-01-19 21:39:00","2021-01-19 22:00:18","IP Address",100,1278,TRUE,"2021-01-19 22:00:18","I agree to participate in the study",18,"Male",190,"Right","Laptop","Trackpad","No",NA,"Right","No","it was mad long, got my finger hurting man"
"223345","2021-01-17_10h46.43.904","Win32",60,414.51541,1,30,TRUE,"2021-01-17 15:44:39","2021-01-17 15:54:56","IP Address",100,616,TRUE,"2021-01-17 15:54:56","I agree to participate in the study",20,"Male",165,"Right","Laptop","Mouse","No",NA,"Right","Yes","N/A"
"223393","2021-01-19_23h08.00.437","MacIntel",60,1081.12,5,30,TRUE,"2021-01-20 04:04:55","2021-01-20 04:27:17","IP Address",100,1342,TRUE,"2021-01-20 04:27:17","I agree to participate in the study",18,"Female",162,"Right","Laptop","Trackpad","No",NA,"Right","No",NA
"223507","2021-01-15_15h07.18.076","Win32",60,978.2009,2,60,TRUE,"2021-01-15 20:05:13","2021-01-15 20:24:54","IP Address",100,1180,TRUE,"2021-01-15 20:24:54","I agree to participate in the study",19,"Male",185,"Right","Laptop","Trackpad","No",NA,"Right","Not sure",NA
"223534","2021-01-17_21h03.19.940","Win32",60,930.56543,1,60,TRUE,"2021-01-18 01:58:08","2021-01-18 02:22:20","IP Address",100,1452,TRUE,"2021-01-18 02:22:21","I agree to participate in the study",19,"Female",157,"Left","Laptop","Trackpad","Yes","Yes","Left","No",NA
"223624","2021-01-16_18h53.51.682","Win32",60,460.905365,1,30,TRUE,"2021-01-16 20:26:00","2021-01-17 00:17:36","IP Address",100,13896,TRUE,"2021-01-17 00:17:36","I agree to participate in the study",19,"Female",150,"Right","Laptop","Trackball","No",NA,"Right","Not sure",NA
"223660","2021-01-17_23h51.08.613","MacIntel",60,802.184,0,60,TRUE,"2021-01-18 04:47:46","2021-01-18 05:06:03","IP Address",100,1096,TRUE,"2021-01-18 05:06:04","I agree to participate in the study",21,"Female",163,"Right","Laptop","Trackpad","Yes","Yes","Right","No",NA
"223720","2021-01-20_21h23.18.567","Win32",60,944.284275,2,60,TRUE,"2021-01-21 00:45:21","2021-01-21 02:55:05","IP Address",100,7783,TRUE,"2021-01-21 02:55:05","I agree to participate in the study",19,"Male",166,"Right","Laptop","Trackpad","Yes","Yes","Right","Not sure",NA
"224050","2021-01-16_21h41.36.933","MacIntel",60,499.40132,2,30,TRUE,"2021-01-17 02:38:38","2021-01-17 02:51:20","IP Address",100,761,TRUE,"2021-01-17 02:51:21","I agree to participate in the study",20,"Female",162,"Right","Laptop","Trackpad","No",NA,"Right","Yes",NA
"224254","2021-01-14_17h35.50.718","MacIntel",60,654.65348,0,30,TRUE,"2021-01-14 22:25:54","2021-01-14 22:47:41","IP Address",100,1307,TRUE,"2021-01-14 22:47:42","I agree to participate in the study",18,"Female",170,"Right","Laptop","Trackpad","No",NA,"Right",NA,NA
"224458","2021-01-15_17h53.51.321","Win32",60,553.16014,2,60,TRUE,"2021-01-15 22:44:40","2021-01-15 23:03:58","IP Address",100,1157,TRUE,"2021-01-15 23:03:58","I agree to participate in the study",20,"Male",190,"Right","PC","Mouse","No",NA,"Right","Yes",NA
"224638","2021-01-16_00h41.37.552","MacIntel",60,837.552,2,30,TRUE,"2021-01-16 05:38:38","2021-01-16 05:56:32","IP Address",100,1073,TRUE,"2021-01-16 05:56:32","I agree to participate in the study",20,"Female",163,"Right","Laptop","Trackpad","Yes","Yes","Right","No",NA
"224896","2021-01-14_19h32.50.803","Win32",60,706.521755,5,30,TRUE,"2021-01-15 00:16:34","2021-01-15 00:45:42","IP Address",100,1748,TRUE,"2021-01-15 00:45:43","I agree to participate in the study",33,"Female",160,"Left","Laptop","Mouse","Yes","Yes","Right",NA,NA
"225001","2021-01-20_22h22.06.648","MacIntel",60,1196.163,3,60,TRUE,"2021-01-21 03:17:47","2021-01-21 03:43:17","IP Address",100,1530,TRUE,"2021-01-21 03:43:18","I agree to participate in the study",19,"Female",173,"Right","Laptop","Trackpad","No",NA,"Right","Yes",NA
