"participant","trialno","rotation","target","reachdev"
216586,1,0,75,14.3860529589758
216586,2,0,45,-20.6039215377766
216586,3,0,105,-4.24038927059867
216586,4,0,135,-141.39085113104
216586,5,0,135,-22.0026284048663
216586,6,0,105,-9.66792116489253
216586,7,0,75,-5.98370474278134
216586,8,0,45,-24.4170964531562
216586,9,0,45,-6.13566819539342
216586,10,0,75,4.17985282841032
216586,11,0,135,27.5265636085287
216586,12,0,105,6.71845051287556
216586,13,0,45,-6.53707717843456
216586,14,0,135,13.1614842707107
216586,15,0,75,10.5596138644132
216586,16,0,105,0.992438316090928
216586,17,0,135,29.003730461922
216586,18,0,45,-13.5866880603501
216586,19,0,75,8.5506116067063
216586,20,0,105,43.375247541939
216586,21,0,45,-42.4036111859362
216586,22,0,105,-7.57214884094665
216586,23,0,135,30.9139432467955
216586,24,0,75,-10.2196159792968
216586,25,0,135,38.262528690959
216586,26,0,45,-11.0076154394096
216586,27,0,105,-23.16987427701
216586,28,0,75,-4.56652907356109
216586,29,0,45,-1.32876626664964
216586,30,0,135,-1.64148961728262
216586,31,0,75,7.09076823273804
216586,32,0,105,-17.6528864647352
216586,33,15,45,1.02660910751485
216586,34,15,105,52.2794106600655
216586,35,15,75,-22.5571173265401
216586,36,15,135,19.7784925188543
216586,37,15,45,-58.4788863987521
216586,38,15,105,33.5011544621753
216586,39,15,135,15.912856802976
216586,40,15,75,5.46651619603296
216586,41,15,105,25.9524955507699
216586,42,15,45,-15.9043942051073
216586,43,15,135,-130.562572990688
216586,44,15,75,0.648538176013275
216586,45,15,135,7.93771396565686
216586,46,15,105,-11.0662813482994
216586,47,15,75,-37.3318909982469
216586,48,15,45,-10.6165903707515
216586,49,15,45,21.5824742901523
216586,50,15,135,15.5584042559447
216586,51,15,105,7.8884253326176
216586,52,15,75,8.74915106505178
216586,53,15,135,8.66572584088621
216586,54,15,45,2.50075432111609
216586,55,15,75,17.3777467981336
216586,56,15,105,56.4620446368614
216586,57,15,75,-5.13979683013979
216586,58,15,45,8.5354715833149
216586,59,15,105,24.4987845493905
216586,60,15,135,6.56811497453658
216586,61,15,105,-3.3912812934677
216586,62,15,45,-32.534036462628
216586,63,15,75,12.0819416372806
216586,64,15,135,44.6471255076111
216586,65,15,105,53.770707879841
216586,66,15,135,55.3464834471798
216586,67,15,75,-9.97958388468752
216586,68,15,45,-17.0127326645371
216586,69,15,75,-11.293511180112
216586,70,15,105,11.8089652464785
216586,71,15,45,-103.994216820303
